player_id,session_id,timestamp,playtime_minutes,blocks_placed,blocks_destroyed,items_crafted,mobs_killed,deaths,coordinates_x,coordinates_y,coordinates_z,biome,health_remaining,hunger_level,experience_level,tools_used,armor_equipped,weather,game_mode,day_cycle,chat_messages,server_latency,fps,device_type,player_type
6625,81792,2024-01-02T03:03:00Z,275,866,975,6,17,7,6030,25,-1360,Snowy,16,17,32,Shovel,Diamond,Thunderstorm,Survival,Night,36,133,85,PC,master
7588,70068,2024-01-02T03:05:00Z,60,518,235,99,30,5,8584,178,2400,Plains,8,2,39,Shovel,Leather,Clear,Survival,Day,12,219,225,PC,beginner
4447,59325,2024-01-02T03:08:00Z,258,383,539,154,41,2,527,243,-6105,Ocean,1,2,40,Shovel,Netherite,Clear,Survival,Night,29,103,70,PC,master
4527,99770,2024-01-02T03:12:00Z,160,350,515,0,32,3,4235,13,-2754,Snowy,12,8,12,Axe,Diamond,Rain,Survival,Night,47,169,111,PC,skilled
1736,65402,2024-01-02T03:16:00Z,31,431,353,86,15,9,7984,132,9201,Snowy,11,1,6,None,Leather,Clear,Survival,Day,29,257,226,PC,beginner
6692,51375,2024-01-02T03:57:00Z,13,348,312,113,46,3,9836,199,2240,Jungle,5,11,9,Hoe,None,Clear,Survival,Night,16,49,182,PC,beginner
5382,93525,2024-01-02T04:04:00Z,168,103,357,38,33,3,-9488,88,-2093,Plains,9,16,11,Pickaxe,None,Rain,Survival,Day,20,63,170,PC,skilled
6349,66696,2024-01-02T04:09:00Z,291,940,921,23,6,2,4377,91,-176,Jungle,16,10,15,Axe,Iron,Clear,Survival,Night,8,157,204,PC,master
4965,95815,2024-01-02T04:12:00Z,139,757,692,25,2,0,2808,188,6443,Ocean,18,12,44,Hoe,Netherite,Thunderstorm,Survival,Day,15,252,104,PC,intermediate
4297,93333,2024-01-02T04:22:00Z,111,238,234,141,10,7,6657,43,-116,Snowy,4,8,11,Pickaxe,Diamond,Rain,Survival,Day,6,266,130,PC,intermediate
2898,58481,2024-01-02T04:29:00Z,236,263,300,146,33,7,4898,69,4116,Plains,9,12,46,Shovel,Leather,Thunderstorm,Survival,Night,37,144,94,PC,master
4123,78771,2024-01-02T04:30:00Z,59,371,709,92,46,7,-3824,75,-9,Savanna,8,18,10,Axe,Diamond,Rain,Survival,Day,37,169,173,PC,beginner
7384,69479,2024-01-02T04:35:00Z,234,863,507,71,11,4,5969,157,4761,Forest,5,10,11,Shovel,Iron,Rain,Survival,Night,31,82,204,PC,master
3830,83029,2024-01-02T04:45:00Z,29,181,141,192,16,0,-4909,239,-7250,Plains,15,2,17,Hoe,Iron,Thunderstorm,Survival,Night,47,251,221,PC,beginner
8891,52133,2024-01-02T04:47:00Z,81,696,702,62,20,5,-6888,132,-7324,Forest,0,11,47,Shovel,Netherite,Thunderstorm,Survival,Day,44,160,206,PC,intermediate
5604,51858,2024-01-02T05:01:00Z,154,6,413,122,18,5,-5598,92,-5231,Forest,17,5,3,Hoe,Gold,Rain,Survival,Night,7,266,164,PC,skilled
3726,79365,2024-01-02T05:25:00Z,29,505,454,131,40,2,4784,47,8985,Ocean,18,10,41,Hoe,Iron,Thunderstorm,Survival,Night,32,154,175,PC,beginner
2402,90877,2024-01-02T05:38:00Z,177,222,573,26,48,2,4124,240,-4160,Ocean,16,18,11,None,Iron,Thunderstorm,Survival,Day,3,200,189,PC,skilled
8791,61518,2024-01-02T05:52:00Z,263,406,338,190,7,5,4455,166,7111,Snowy,7,2,31,None,Iron,Thunderstorm,Survival,Night,36,65,191,PC,master
5550,59525,2024-01-02T06:00:00Z,258,128,463,49,9,7,-2465,229,-5117,Plains,8,6,46,Shovel,None,Rain,Survival,Night,17,84,89,PC,master
6982,94817,2024-01-02T06:10:00Z,54,417,412,24,24,9,5620,178,1786,Forest,11,13,43,Pickaxe,Gold,Thunderstorm,Survival,Night,31,38,119,PC,beginner
8925,51924,2024-01-02T06:15:00Z,82,618,848,40,12,5,-469,52,4461,Desert,8,12,30,Axe,None,Thunderstorm,Survival,Night,17,158,108,PC,intermediate
3519,99555,2024-01-02T06:24:00Z,72,512,709,131,9,1,-8631,141,-2570,Savanna,17,19,12,Shovel,Iron,Rain,Survival,Day,33,45,146,PC,beginner
7876,78637,2024-01-02T06:31:00Z,58,546,743,42,5,2,-70,242,4889,Jungle,16,8,28,Pickaxe,Gold,Thunderstorm,Survival,Day,32,281,202,PC,beginner
4511,57917,2024-01-02T06:40:00Z,126,261,363,171,9,9,-9982,247,-325,Snowy,1,15,35,Axe,None,Rain,Survival,Day,3,58,42,PC,intermediate
2566,93005,2024-01-02T06:42:00Z,56,942,233,32,21,3,-6197,50,4418,Savanna,0,10,9,Axe,Leather,Rain,Survival,Day,12,23,182,PC,beginner
6935,79253,2024-01-02T06:48:00Z,106,536,971,160,0,6,9494,44,3526,Ocean,2,14,34,Axe,Leather,Rain,Survival,Night,41,274,149,PC,intermediate
4644,65166,2024-01-02T07:01:00Z,229,415,502,120,28,6,-4440,161,8524,Plains,8,6,21,Shovel,Gold,Rain,Survival,Day,33,13,90,PC,master
7436,92936,2024-01-02T07:23:00Z,45,270,244,197,8,1,6198,108,-9984,Savanna,13,10,37,Shovel,Iron,Thunderstorm,Survival,Day,12,96,91,PC,beginner
6444,67860,2024-01-02T07:36:00Z,73,329,158,24,2,6,-418,73,2866,Plains,12,10,3,Sword,Diamond,Rain,Survival,Day,10,260,182,PC,beginner
5089,71535,2024-01-02T08:06:00Z,231,406,129,0,37,1,6064,135,6866,Snowy,1,5,48,Hoe,Iron,Clear,Survival,Night,26,282,183,PC,master
6040,59436,2024-01-02T08:07:00Z,182,523,261,82,43,4,6515,70,8652,Forest,11,14,14,Shovel,Gold,Rain,Survival,Night,12,237,216,PC,skilled
2352,65895,2024-01-02T08:11:00Z,106,823,307,159,14,0,-1396,232,-7143,Plains,19,17,36,None,Iron,Clear,Survival,Night,37,184,214,PC,intermediate
2905,94866,2024-01-02T08:41:00Z,118,937,527,110,0,8,-2813,191,2916,Snowy,14,4,35,Pickaxe,Netherite,Clear,Survival,Night,34,177,81,PC,intermediate
7829,81312,2024-01-02T08:48:00Z,193,511,201,138,3,4,-8045,247,-7127,Snowy,4,16,23,Pickaxe,None,Clear,Survival,Day,6,169,50,PC,skilled
7161,76520,2024-01-02T08:51:00Z,242,729,230,120,7,7,-3977,146,517,Plains,9,19,35,None,Netherite,Clear,Survival,Night,12,139,40,PC,master
6022,80508,2024-01-02T08:56:00Z,70,664,816,16,46,2,5412,15,-5839,Plains,17,17,31,Pickaxe,Diamond,Clear,Survival,Day,8,125,129,PC,beginner
8567,56082,2024-01-02T09:04:00Z,186,862,338,165,21,9,-5258,177,9833,Forest,5,8,29,Hoe,None,Rain,Survival,Night,46,128,174,PC,skilled
9989,89419,2024-01-02T09:05:00Z,16,605,180,25,3,6,-3795,210,-5262,Ocean,5,3,44,Axe,None,Thunderstorm,Survival,Day,14,107,177,PC,beginner
5852,80527,2024-01-02T09:07:00Z,135,568,362,170,29,1,-1907,99,-4943,Savanna,16,6,43,Shovel,Netherite,Thunderstorm,Survival,Night,14,13,134,PC,intermediate
1963,94954,2024-01-02T09:11:00Z,184,978,81,167,19,5,-8041,72,-8878,Ocean,4,13,9,Hoe,Iron,Thunderstorm,Survival,Night,45,107,200,PC,skilled
3439,90366,2024-01-02T09:15:00Z,276,928,246,160,5,5,1046,190,-6590,Desert,11,9,22,Pickaxe,Gold,Rain,Survival,Night,19,17,30,PC,master
7690,94459,2024-01-02T09:45:00Z,20,123,134,98,17,7,-5357,58,2617,Plains,7,18,19,Shovel,Iron,Thunderstorm,Survival,Night,20,261,188,PC,beginner
1923,68240,2024-01-02T09:48:00Z,92,29,506,90,10,9,4331,20,-5280,Savanna,19,12,34,Pickaxe,Netherite,Rain,Survival,Night,19,175,71,PC,intermediate
3703,59403,2024-01-02T10:18:00Z,146,697,310,0,49,1,1172,194,-5960,Desert,18,11,10,Shovel,Diamond,Rain,Survival,Day,16,106,52,PC,intermediate
4116,54362,2024-01-02T10:28:00Z,295,356,9,45,23,2,9816,0,-6243,Snowy,12,12,14,Sword,Iron,Rain,Survival,Day,31,174,238,PC,master
7319,97133,2024-01-02T11:21:00Z,220,345,207,88,44,4,-3138,23,-8728,Ocean,0,1,27,Sword,Netherite,Thunderstorm,Survival,Night,37,89,66,PC,skilled
7743,73523,2024-01-02T11:27:00Z,291,787,447,138,26,8,8273,196,-8515,Savanna,14,5,14,Sword,Netherite,Thunderstorm,Survival,Day,8,26,103,PC,master
5971,74729,2024-01-02T11:38:00Z,216,799,589,72,39,0,-801,39,1819,Forest,18,11,19,None,Gold,Clear,Survival,Day,13,229,124,PC,skilled
5721,85486,2024-01-02T11:40:00Z,128,670,166,194,28,5,-8032,173,-1566,Savanna,11,11,37,None,Leather,Thunderstorm,Survival,Day,9,54,79,PC,intermediate
9487,73529,2024-01-02T12:13:00Z,172,715,806,56,9,2,1512,28,-9010,Desert,5,17,34,Hoe,Netherite,Thunderstorm,Survival,Day,21,183,134,PC,skilled
4454,87941,2024-01-02T12:31:00Z,116,567,43,118,33,2,-8676,101,-8797,Desert,5,19,21,Pickaxe,Diamond,Clear,Survival,Day,24,178,199,PC,intermediate
4831,96238,2024-01-02T12:40:00Z,59,696,169,95,44,3,3633,199,-9552,Forest,2,12,5,Hoe,Leather,Rain,Survival,Day,6,280,133,PC,beginner
9786,75256,2024-01-02T12:43:00Z,81,454,288,97,2,3,5881,169,3253,Plains,18,5,43,None,Leather,Rain,Survival,Day,17,39,89,PC,intermediate
8580,52476,2024-01-02T13:04:00Z,288,647,20,12,12,5,2110,21,-7302,Plains,8,3,14,Shovel,Leather,Clear,Survival,Night,9,121,197,PC,master
9063,88586,2024-01-02T13:11:00Z,12,75,752,77,48,2,1460,33,8164,Snowy,7,17,33,Hoe,None,Rain,Survival,Night,34,207,98,PC,beginner
6528,77962,2024-01-02T13:31:00Z,18,548,781,196,5,1,-807,180,-4976,Desert,17,19,7,Hoe,None,Rain,Survival,Night,25,64,228,PC,beginner
8295,91567,2024-01-02T14:19:00Z,149,385,324,36,35,4,4368,198,-5331,Snowy,14,9,3,Axe,Netherite,Rain,Survival,Day,33,126,48,PC,intermediate
8527,63072,2024-01-02T14:21:00Z,233,549,705,14,44,7,5094,162,2586,Forest,11,18,8,Axe,Gold,Thunderstorm,Survival,Night,22,125,221,PC,master
4401,75400,2024-01-02T14:39:00Z,65,282,346,114,6,0,-1980,255,-1397,Savanna,8,4,20,Shovel,Iron,Clear,Survival,Day,47,185,165,PC,beginner
9509,63219,2024-01-02T14:44:00Z,126,503,419,194,31,7,-6811,99,-2629,Plains,11,2,38,Shovel,Netherite,Clear,Survival,Day,43,164,178,PC,intermediate
9891,67767,2024-01-02T14:49:00Z,283,731,655,136,23,1,4795,188,7298,Plains,8,8,6,Hoe,Netherite,Clear,Survival,Day,1,294,111,PC,master
7677,55568,2024-01-02T14:57:00Z,64,398,259,118,21,6,-5232,176,6805,Snowy,15,1,7,Pickaxe,Diamond,Clear,Survival,Day,48,221,170,PC,beginner
9892,95990,2024-01-02T14:58:00Z,251,52,780,78,30,6,2582,151,5257,Desert,10,0,24,Pickaxe,Netherite,Rain,Survival,Night,32,231,152,PC,master
8739,87437,2024-01-02T15:00:00Z,184,470,425,140,7,1,-2385,79,12,Forest,1,18,11,None,Leather,Thunderstorm,Survival,Night,12,268,92,PC,skilled
7118,82860,2024-01-02T15:07:00Z,237,233,587,8,38,1,-1077,135,-2732,Snowy,3,7,1,Axe,Gold,Thunderstorm,Survival,Night,7,55,121,PC,master
8006,58379,2024-01-02T15:09:00Z,64,806,498,170,42,2,5854,93,-4345,Savanna,11,10,23,Sword,None,Clear,Survival,Day,41,218,44,PC,beginner
3896,93776,2024-01-02T15:14:00Z,198,152,980,126,32,1,1485,165,4973,Jungle,12,9,37,Pickaxe,Gold,Clear,Survival,Day,26,285,196,PC,skilled
1282,94296,2024-01-02T15:34:00Z,232,285,915,103,40,6,-8751,212,2280,Plains,2,0,0,Sword,Iron,Rain,Survival,Night,18,138,236,PC,master
2455,81161,2024-01-02T15:42:00Z,274,937,800,129,26,3,-8323,50,-5143,Savanna,1,14,36,Shovel,Netherite,Thunderstorm,Survival,Night,2,55,107,PC,master
8297,72329,2024-01-02T15:53:00Z,81,760,435,21,11,5,3520,227,9859,Ocean,14,18,27,Shovel,Diamond,Clear,Survival,Day,18,111,113,PC,intermediate
1473,89475,2024-01-02T16:02:00Z,119,181,591,25,37,7,3457,239,8757,Snowy,0,12,5,Pickaxe,Diamond,Thunderstorm,Survival,Night,25,232,232,PC,intermediate
2284,79842,2024-01-02T16:11:00Z,250,835,64,186,15,2,4228,1,7559,Plains,13,10,32,None,Iron,Thunderstorm,Survival,Day,8,48,141,PC,master
4971,75942,2024-01-02T16:32:00Z,50,426,479,54,19,4,5278,176,-6204,Desert,1,4,11,Pickaxe,Gold,Thunderstorm,Survival,Night,41,96,128,PC,beginner
8966,72946,2024-01-02T16:49:00Z,224,363,204,13,46,2,-1874,195,-6091,Savanna,5,8,8,Sword,Netherite,Rain,Survival,Day,22,268,55,PC,skilled
5555,57344,2024-01-02T17:00:00Z,66,657,144,102,38,0,9626,16,3240,Plains,15,8,35,Hoe,Leather,Clear,Survival,Day,2,109,211,PC,beginner
5734,65169,2024-01-02T17:03:00Z,243,730,398,39,39,9,-7534,7,-8035,Desert,8,2,7,Pickaxe,Diamond,Thunderstorm,Survival,Night,19,38,231,PC,master
7044,85126,2024-01-02T17:08:00Z,227,254,813,56,34,2,5868,127,9758,Snowy,2,1,22,Hoe,Netherite,Thunderstorm,Survival,Night,10,136,68,PC,master
3123,92469,2024-01-02T17:10:00Z,109,239,51,18,40,1,9643,234,-5210,Savanna,4,7,42,Axe,None,Rain,Survival,Day,13,106,178,PC,intermediate
8136,62989,2024-01-02T17:31:00Z,67,301,74,14,17,9,-3632,219,8118,Plains,4,16,8,Axe,Leather,Clear,Survival,Day,28,207,105,PC,beginner
9151,87255,2024-01-02T17:33:00Z,284,973,887,53,16,7,4413,113,5755,Snowy,3,2,1,Shovel,None,Thunderstorm,Survival,Night,13,158,93,PC,master
9122,92095,2024-01-02T17:45:00Z,284,413,408,61,44,1,8715,153,958,Snowy,3,19,46,None,Diamond,Thunderstorm,Survival,Day,45,50,32,PC,master
2674,76094,2024-01-02T18:12:00Z,85,849,147,2,41,4,7881,20,1828,Desert,8,13,44,Sword,Leather,Rain,Survival,Day,9,190,156,PC,intermediate
3307,72836,2024-01-02T18:19:00Z,94,843,993,165,14,4,-823,55,6266,Snowy,17,15,7,Shovel,Leather,Rain,Survival,Night,18,71,136,PC,intermediate
8506,78171,2024-01-02T18:22:00Z,297,692,211,7,16,9,5165,143,3628,Plains,19,5,43,Pickaxe,None,Rain,Survival,Day,35,257,159,PC,master
2913,62403,2024-01-02T18:31:00Z,78,943,509,100,28,2,-9135,159,-6318,Snowy,8,9,33,Sword,Iron,Clear,Survival,Night,38,64,148,PC,intermediate
4187,79589,2024-01-02T18:46:00Z,243,440,142,49,15,6,-1440,81,2529,Plains,16,12,7,None,None,Thunderstorm,Survival,Night,49,200,107,PC,master
3457,54344,2024-01-02T18:56:00Z,192,643,113,191,48,2,-6577,82,-5829,Savanna,18,11,37,None,Netherite,Thunderstorm,Survival,Night,9,253,105,PC,skilled
4073,93084,2024-01-02T19:17:00Z,285,346,709,171,32,8,4618,236,-2075,Forest,13,15,18,Hoe,Gold,Clear,Survival,Day,34,171,186,PC,master
6919,77834,2024-01-02T19:47:00Z,141,617,477,110,17,8,-3252,15,2511,Ocean,18,16,15,None,Netherite,Thunderstorm,Survival,Day,41,176,151,PC,intermediate
3239,57649,2024-01-02T20:03:00Z,193,447,538,100,2,2,-1508,145,8380,Plains,18,12,39,None,Gold,Clear,Survival,Day,29,11,185,PC,skilled
1707,58016,2024-01-02T20:04:00Z,293,285,177,25,37,0,-2947,21,8982,Ocean,15,11,33,None,Gold,Rain,Survival,Day,32,203,150,PC,master
5439,92780,2024-01-02T20:15:00Z,253,397,370,52,41,5,8055,5,-8344,Plains,1,12,25,None,None,Clear,Survival,Day,17,70,90,PC,master
7808,78516,2024-01-02T20:16:00Z,232,587,723,113,17,2,7704,104,4265,Forest,6,3,17,Axe,Diamond,Thunderstorm,Survival,Night,25,201,190,PC,master
2053,93143,2024-01-02T20:20:00Z,25,462,940,89,38,7,-348,48,2974,Desert,14,1,49,Shovel,Iron,Rain,Survival,Night,16,48,161,PC,beginner
8508,82104,2024-01-02T20:29:00Z,77,657,980,29,0,5,-1346,173,8883,Forest,7,14,4,None,Iron,Clear,Survival,Night,2,85,49,PC,intermediate
2316,86754,2024-01-02T20:50:00Z,30,310,41,58,36,6,4327,82,2648,Plains,7,0,26,Axe,Netherite,Rain,Survival,Day,34,58,119,PC,beginner
1207,54092,2024-01-02T21:02:00Z,206,486,252,31,11,8,-8950,112,-6750,Forest,4,4,45,Shovel,None,Clear,Survival,Day,0,285,139,PC,skilled
3660,82124,2024-01-02T21:15:00Z,94,53,573,198,9,3,-2629,151,-2862,Jungle,18,2,15,Sword,Iron,Thunderstorm,Survival,Night,49,259,206,PC,intermediate
8682,97993,2024-01-02T21:33:00Z,112,202,885,95,22,4,-8421,66,-3949,Desert,4,5,22,Axe,None,Rain,Survival,Day,13,70,231,PC,intermediate
5673,87920,2024-01-02T21:59:00Z,270,584,542,119,25,9,-8558,111,2041,Jungle,16,13,30,Hoe,Gold,Thunderstorm,Survival,Night,32,85,99,PC,master
3657,62027,2024-01-02T22:15:00Z,85,222,100,14,39,4,-6214,80,4158,Plains,16,1,19,Sword,Netherite,Clear,Survival,Day,28,180,236,PC,intermediate
7710,77126,2024-01-02T22:22:00Z,121,567,299,7,19,7,-4080,30,-6715,Ocean,2,19,2,Axe,Netherite,Thunderstorm,Survival,Night,17,145,150,PC,intermediate
4150,93938,2024-01-02T22:29:00Z,224,457,687,76,6,1,-6426,92,-7234,Plains,2,1,21,Pickaxe,Gold,Clear,Survival,Day,30,228,31,PC,skilled
1060,50511,2024-01-02T22:30:00Z,35,920,861,41,3,9,-4958,155,-6439,Savanna,14,11,0,Pickaxe,Netherite,Thunderstorm,Survival,Night,23,107,35,PC,beginner
7667,98512,2024-01-02T22:49:00Z,127,212,64,35,44,8,-9348,211,4362,Forest,13,4,28,Pickaxe,Gold,Thunderstorm,Survival,Night,6,55,93,PC,intermediate
3667,91232,2024-01-02T22:50:00Z,56,865,956,166,19,9,-3783,154,2699,Snowy,8,19,17,Shovel,Diamond,Rain,Survival,Day,9,24,125,PC,beginner
7902,86165,2024-01-02T22:58:00Z,245,336,533,114,5,6,-7129,135,1125,Desert,10,9,7,Shovel,Leather,Thunderstorm,Survival,Day,2,277,210,PC,master
7699,63078,2024-01-02T23:10:00Z,136,833,667,183,27,7,6178,199,-3518,Jungle,18,14,13,None,Netherite,Rain,Survival,Day,20,223,128,PC,intermediate
2683,54399,2024-01-02T23:24:00Z,123,697,937,122,18,9,8305,42,-2780,Savanna,6,6,45,Shovel,Gold,Rain,Survival,Night,16,158,237,PC,intermediate
7394,94408,2024-01-02T23:27:00Z,24,882,168,103,41,1,-3471,56,-9837,Desert,15,15,37,Shovel,Diamond,Thunderstorm,Survival,Night,6,116,85,PC,beginner
9202,52336,2024-01-02T23:45:00Z,251,933,236,88,33,1,1649,146,8944,Forest,17,14,31,Shovel,Iron,Rain,Survival,Day,44,79,152,PC,master
5935,78156,2024-01-02T23:46:00Z,229,678,421,119,36,3,1852,115,-3680,Desert,15,6,45,Shovel,Leather,Thunderstorm,Survival,Night,19,237,130,PC,master
8607,59944,2024-01-02T23:55:00Z,165,72,398,177,35,1,-8399,28,4316,Desert,9,6,35,None,Iron,Rain,Survival,Day,41,163,110,PC,skilled
8503,87825,2024-01-03T00:04:00Z,222,750,620,65,39,1,1783,241,-3645,Desert,5,3,7,Shovel,Leather,Clear,Survival,Day,39,52,81,PC,skilled
7842,72214,2024-01-03T00:25:00Z,167,567,215,101,42,6,-7937,203,-4166,Ocean,17,2,8,Shovel,Leather,Rain,Survival,Night,38,288,122,PC,skilled
2282,56334,2024-01-03T00:27:00Z,220,640,971,176,36,2,9134,126,9518,Savanna,1,18,8,None,None,Thunderstorm,Survival,Day,20,98,156,PC,skilled
8005,93989,2024-01-03T00:45:00Z,278,912,242,49,3,5,7862,58,2787,Forest,13,12,26,Pickaxe,Leather,Clear,Survival,Night,24,243,65,PC,master
8104,81868,2024-01-03T00:55:00Z,182,21,576,83,37,8,-8443,223,1993,Desert,19,6,49,Sword,Leather,Thunderstorm,Survival,Night,28,185,151,PC,skilled
8168,68334,2024-01-03T01:10:00Z,90,338,651,2,44,2,1751,19,-528,Savanna,9,11,40,Sword,Gold,Clear,Survival,Day,37,91,60,PC,intermediate
7341,80521,2024-01-03T01:11:00Z,138,308,705,34,44,8,1352,106,934,Jungle,9,6,35,Shovel,Diamond,Thunderstorm,Survival,Night,43,120,57,PC,intermediate
7117,50416,2024-01-03T01:20:00Z,137,959,456,34,19,6,1379,72,7139,Plains,12,14,33,Shovel,Gold,Thunderstorm,Survival,Night,27,191,232,PC,intermediate
6468,60179,2024-01-03T01:28:00Z,281,624,362,17,47,5,-2306,106,1125,Forest,5,0,1,Shovel,Gold,Rain,Survival,Night,42,87,231,PC,master
3447,58480,2024-01-03T01:34:00Z,207,8,785,65,48,0,-9063,105,9171,Savanna,10,2,49,Sword,Netherite,Thunderstorm,Survival,Day,36,295,77,PC,skilled
3076,81305,2024-01-03T01:36:00Z,206,74,672,72,27,0,5202,246,-5265,Desert,1,16,10,Sword,None,Clear,Survival,Night,20,199,195,PC,skilled
3888,91249,2024-01-03T01:42:00Z,171,515,650,107,22,6,-4376,33,-5396,Snowy,0,16,38,None,Diamond,Clear,Survival,Night,32,25,54,PC,skilled
6692,66453,2024-01-03T01:45:00Z,271,368,67,7,14,1,1300,236,-4424,Jungle,7,3,38,None,Gold,Thunderstorm,Survival,Night,4,242,204,PC,master
3241,69599,2024-01-03T02:35:00Z,220,342,930,101,38,3,2565,40,8687,Snowy,6,0,47,Sword,None,Thunderstorm,Survival,Night,42,134,93,PC,skilled
6196,83278,2024-01-03T02:46:00Z,25,397,381,12,45,5,9089,143,9040,Savanna,19,15,40,Hoe,None,Clear,Survival,Night,26,51,30,PC,beginner
4013,88911,2024-01-03T02:52:00Z,41,292,623,22,43,0,-8539,45,-9186,Desert,14,2,39,Hoe,None,Thunderstorm,Survival,Day,18,91,156,PC,beginner
1864,86299,2024-01-03T02:55:00Z,80,763,760,50,38,9,7472,38,9807,Desert,8,4,26,Axe,Netherite,Thunderstorm,Survival,Night,24,141,187,PC,intermediate
1525,81448,2024-01-03T03:17:00Z,50,709,911,193,10,3,-5027,168,-5181,Plains,11,3,5,Pickaxe,None,Rain,Survival,Night,7,65,185,PC,beginner
2000,51545,2024-01-03T03:21:00Z,34,109,79,103,3,5,1827,52,-1842,Snowy,10,6,42,Hoe,Gold,Thunderstorm,Survival,Night,9,72,36,PC,beginner
4276,85011,2024-01-03T03:36:00Z,267,284,292,173,15,6,8633,41,8633,Forest,9,2,41,Shovel,None,Clear,Survival,Night,39,258,68,PC,master
4103,51788,2024-01-03T03:52:00Z,93,776,360,78,39,1,7417,18,-8465,Plains,9,19,33,Hoe,Gold,Clear,Survival,Day,49,298,233,PC,intermediate
5640,70060,2024-01-03T04:06:00Z,160,497,613,38,36,0,7293,201,-418,Snowy,2,0,11,Hoe,None,Rain,Survival,Day,9,187,149,PC,skilled
5989,87207,2024-01-03T05:04:00Z,128,87,750,99,3,1,-8430,3,-9833,Plains,19,15,46,Axe,Netherite,Clear,Survival,Day,45,175,122,PC,intermediate
6425,88940,2024-01-03T05:05:00Z,179,564,299,166,21,9,-2924,88,-1768,Savanna,1,11,36,Hoe,Netherite,Rain,Survival,Night,16,101,113,PC,skilled
6036,84433,2024-01-03T05:19:00Z,75,847,739,92,44,0,437,75,2060,Snowy,15,16,35,Sword,Gold,Rain,Survival,Day,0,140,137,PC,beginner
2911,50495,2024-01-03T05:33:00Z,27,946,516,65,15,7,-2606,202,-3692,Plains,16,4,20,Hoe,Gold,Clear,Survival,Night,20,169,36,PC,beginner
4511,98847,2024-01-03T05:47:00Z,174,397,109,68,42,8,8045,238,6325,Forest,18,14,34,Pickaxe,Iron,Thunderstorm,Survival,Day,5,33,59,PC,skilled
6642,81010,2024-01-03T06:47:00Z,59,938,298,34,4,0,3880,180,-5000,Plains,13,18,39,Axe,Leather,Rain,Survival,Day,3,252,199,PC,beginner
7452,83779,2024-01-03T06:48:00Z,108,0,393,71,30,5,4355,108,-6774,Jungle,5,4,1,Sword,Gold,Thunderstorm,Survival,Night,30,91,188,PC,intermediate
3273,74572,2024-01-03T07:17:00Z,66,795,644,123,13,9,4892,23,-9388,Jungle,7,12,6,Axe,Iron,Thunderstorm,Survival,Night,23,291,49,PC,beginner
1974,70182,2024-01-03T07:57:00Z,209,147,952,66,31,8,-4699,105,-8440,Savanna,13,4,40,Hoe,Gold,Clear,Survival,Night,40,160,213,PC,skilled
1841,68067,2024-01-03T08:02:00Z,62,248,212,131,46,6,-5561,87,4849,Savanna,1,3,49,Hoe,Leather,Rain,Survival,Night,10,65,65,PC,beginner
2237,52144,2024-01-03T08:12:00Z,292,292,146,64,5,5,5043,255,211,Forest,11,9,34,Sword,Iron,Thunderstorm,Survival,Night,44,21,176,PC,master
5646,55635,2024-01-03T08:16:00Z,95,723,394,31,49,9,9091,11,-9286,Savanna,1,19,8,Pickaxe,Gold,Clear,Survival,Night,17,20,189,PC,intermediate
7296,82172,2024-01-03T08:17:00Z,52,766,144,106,42,2,1969,5,-3568,Savanna,9,14,38,Shovel,Gold,Thunderstorm,Survival,Night,9,77,175,PC,beginner
8508,67743,2024-01-03T08:26:00Z,217,551,302,103,9,1,865,231,-6552,Jungle,9,7,0,Hoe,Diamond,Clear,Survival,Day,0,191,101,PC,skilled
3047,90016,2024-01-03T08:27:00Z,74,101,120,63,13,5,1524,9,7938,Desert,1,12,9,Shovel,Leather,Thunderstorm,Survival,Day,42,40,181,PC,beginner
7999,93179,2024-01-03T08:29:00Z,175,14,817,162,49,9,8054,117,-6369,Plains,13,11,44,Axe,Iron,Thunderstorm,Survival,Night,25,290,111,PC,skilled
9760,54394,2024-01-03T08:47:00Z,44,394,387,183,2,1,-3793,32,9632,Jungle,8,9,3,Shovel,Netherite,Rain,Survival,Night,19,71,60,PC,beginner
4173,64639,2024-01-03T08:52:00Z,258,806,788,1,13,5,2990,221,3264,Snowy,6,3,6,Pickaxe,Gold,Rain,Survival,Night,12,223,152,PC,master
3977,81296,2024-01-03T09:01:00Z,204,647,537,131,18,9,-1246,90,-5433,Desert,17,18,17,Axe,None,Clear,Survival,Night,7,118,218,PC,skilled
3931,50402,2024-01-03T09:06:00Z,44,562,904,193,33,1,-75,91,-9624,Forest,17,13,44,Hoe,Diamond,Thunderstorm,Survival,Day,35,156,109,PC,beginner
7278,93757,2024-01-03T09:08:00Z,116,346,518,103,3,0,224,36,8550,Desert,7,18,3,None,Netherite,Thunderstorm,Survival,Day,32,123,82,PC,intermediate
3449,61368,2024-01-03T09:09:00Z,83,536,737,106,36,1,-8710,117,5361,Forest,8,18,44,Axe,None,Rain,Survival,Night,33,262,52,PC,intermediate
7392,96755,2024-01-03T09:13:00Z,54,203,341,186,34,3,-6905,159,2747,Plains,11,8,48,Pickaxe,Gold,Rain,Survival,Day,34,185,107,PC,beginner
6767,83432,2024-01-03T09:54:00Z,220,295,811,71,32,0,6914,19,-9506,Snowy,8,16,47,Sword,Leather,Thunderstorm,Survival,Night,2,45,74,PC,skilled
