Player_ID,Session_ID,Timestamp,Playtime_minutes,Blocks_Placed,Blocks_Destroyed,Items_Crafted,Mobs_Killed,Deaths,Coordinates_X,Coordinates_Y,Coordinates_Z,Biome,Health_Remaining,Hunger_Level,Experience_Level,Tools_Used,Armor_Equipped,Weather,Game_Mode,Day_Cycle,Chat_Messages,Server_Latency,FPS,Device_Type
4709,94708,2024-01-01 18:34:00,47,438,326,143,43,5,-6554,113,-3141,Desert,17,7,39,Axe,Diamond,Clear,Creative,Night,14,204,150,PC
8486,68491,2024-01-01 18:35:00,79,882,628,55,8,3,-8163,158,4893,Ocean,15,9,10,Hoe,Diamond,Thunderstorm,Creative,Night,34,152,103,Console
5172,98593,2024-01-01 18:36:00,52,370,419,16,6,1,-2006,219,-2531,Forest,0,9,15,Shovel,None,Thunderstorm,Adventure,Night,25,294,45,Console
3154,97888,2024-01-01 18:37:00,253,24,34,11,27,8,6580,33,9428,Desert,19,4,30,Axe,None,Clear,Survival,Night,37,142,52,PC
2611,56190,2024-01-01 18:38:00,209,851,53,190,24,8,7161,170,-840,Plains,1,5,35,None,Netherite,Clear,Survival,Night,41,274,202,Console
2702,77078,2024-01-01 18:39:00,146,940,476,120,30,3,-9487,222,-7528,Desert,2,12,2,Shovel,Gold,Clear,Adventure,Night,42,273,146,PC
8273,69635,2024-01-01 18:40:00,42,46,639,52,24,0,-6223,161,-718,Plains,0,16,3,Hoe,None,Thunderstorm,Adventure,Night,32,270,134,PC
5820,99421,2024-01-01 18:41:00,157,787,739,7,3,8,-2230,110,-8976,Desert,2,4,45,Axe,None,Thunderstorm,Hardcore,Night,46,103,157,PC
8631,96535,2024-01-01 18:42:00,161,126,32,12,45,4,3423,253,1032,Snowy,18,1,16,Pickaxe,Gold,Thunderstorm,Hardcore,Night,14,92,131,Console
9475,65481,2024-01-01 18:43:00,65,887,152,62,18,1,-5046,87,8645,Jungle,0,0,1,Hoe,Diamond,Clear,Creative,Night,41,194,204,Mobile
2754,59786,2024-01-01 18:44:00,92,520,785,136,40,0,2123,137,6479,Ocean,13,17,31,Pickaxe,Gold,Thunderstorm,Creative,Day,43,224,185,Mobile
3784,79620,2024-01-01 18:45:00,122,182,183,124,35,5,-6258,72,1860,Ocean,15,1,6,Hoe,None,Thunderstorm,Adventure,Day,48,56,239,Console
3792,83008,2024-01-01 18:46:00,143,327,391,56,44,6,6334,29,-379,Plains,11,16,39,Hoe,Netherite,Thunderstorm,Hardcore,Night,37,287,144,PC
8876,57845,2024-01-01 18:47:00,139,263,24,2,11,3,-7997,158,-3515,Jungle,10,16,14,Axe,Netherite,Clear,Survival,Night,33,58,53,Console
2143,95819,2024-01-01 18:48:00,96,351,674,149,15,9,-5169,209,1372,Snowy,6,9,44,Axe,Gold,Clear,Hardcore,Day,32,75,30,Console
8430,72784,2024-01-01 18:49:00,262,749,671,187,30,1,-6588,106,-1458,Desert,19,8,0,Axe,Netherite,Clear,Hardcore,Night,6,255,64,Mobile
4837,99764,2024-01-01 18:50:00,46,24,505,136,3,7,3438,130,9622,Savanna,0,5,6,Hoe,Gold,Rain,Survival,Day,32,276,155,Console
2838,55200,2024-01-01 18:51:00,66,661,394,136,41,9,116,99,-9613,Ocean,11,4,14,Pickaxe,None,Rain,Survival,Night,10,239,141,Mobile
6186,53507,2024-01-01 18:52:00,156,247,151,29,13,2,6867,77,-1199,Ocean,1,13,46,Pickaxe,Iron,Rain,Hardcore,Day,20,164,76,Mobile
1002,67248,2024-01-01 18:53:00,122,507,741,117,39,1,-7944,139,-3150,Savanna,7,4,24,Sword,Gold,Clear,Creative,Night,0,83,53,PC
9722,75792,2024-01-01 18:54:00,155,50,864,13,34,7,-8340,218,-8046,Jungle,11,0,38,None,Gold,Thunderstorm,Creative,Night,25,208,220,Console
4021,76107,2024-01-01 18:55:00,129,286,471,124,48,0,-4852,158,-3332,Ocean,0,18,36,Axe,None,Rain,Survival,Day,1,104,176,PC
4852,74613,2024-01-01 18:56:00,187,650,532,15,46,9,-9762,141,-3694,Jungle,0,13,30,None,Iron,Rain,Survival,Day,45,93,92,PC
9043,79178,2024-01-01 18:57:00,12,538,963,5,3,8,982,247,-3505,Ocean,6,18,25,Axe,Diamond,Rain,Hardcore,Night,40,242,43,Console
1034,92351,2024-01-01 18:58:00,25,253,442,149,36,0,3921,67,2502,Savanna,4,14,0,None,Gold,Thunderstorm,Survival,Night,46,40,87,Mobile
1610,93744,2024-01-01 18:59:00,217,81,459,56,23,1,-7203,83,5312,Desert,5,18,5,Shovel,Leather,Thunderstorm,Creative,Day,39,239,50,Mobile
1864,52897,2024-01-01 19:00:00,149,555,629,77,9,4,-7945,43,5515,Jungle,7,8,9,Shovel,Netherite,Rain,Survival,Day,21,233,235,PC
5414,70513,2024-01-01 19:01:00,136,984,842,46,13,9,-9599,127,3695,Ocean,18,15,7,Hoe,Gold,Thunderstorm,Hardcore,Night,47,274,94,Console
7217,64465,2024-01-01 19:02:00,108,760,248,120,34,1,5857,17,-9703,Snowy,15,6,49,Hoe,None,Clear,Adventure,Night,17,163,234,Mobile
6301,65747,2024-01-01 19:03:00,24,101,93,5,34,6,-8382,175,3418,Savanna,8,6,9,Pickaxe,Netherite,Clear,Survival,Night,6,120,235,PC
7460,67651,2024-01-01 19:04:00,173,564,784,34,4,2,944,231,-2186,Forest,10,8,0,Hoe,Leather,Rain,Hardcore,Night,43,85,122,Mobile
5057,95087,2024-01-01 19:05:00,227,672,408,12,17,3,-5877,187,4867,Plains,13,8,48,Sword,None,Thunderstorm,Survival,Day,38,108,64,Console
7687,69712,2024-01-01 19:06:00,222,97,228,168,40,8,-2066,151,-3493,Forest,12,1,46,Hoe,Iron,Rain,Creative,Day,37,215,181,Mobile
2778,72090,2024-01-01 19:07:00,87,614,74,152,24,6,8006,151,5379,Ocean,0,3,14,Shovel,Iron,Clear,Hardcore,Day,20,279,47,PC
9285,60047,2024-01-01 19:08:00,169,402,7,22,32,4,1005,30,-9792,Savanna,0,1,15,Hoe,Leather,Rain,Hardcore,Day,13,260,196,Mobile
2010,72593,2024-01-01 19:09:00,65,395,625,163,4,5,7148,143,5062,Desert,3,0,20,Hoe,Leather,Thunderstorm,Creative,Day,48,291,219,Console
6280,79777,2024-01-01 19:10:00,256,751,553,91,48,1,4553,126,-4150,Desert,17,14,16,Sword,Leather,Rain,Creative,Day,44,264,182,PC
1795,52894,2024-01-01 19:11:00,176,766,442,111,4,8,3597,107,-610,Snowy,17,11,49,Shovel,Diamond,Thunderstorm,Hardcore,Day,21,291,139,Console
1397,77301,2024-01-01 19:12:00,159,391,356,180,8,3,7460,135,1016,Forest,0,14,19,Hoe,Gold,Rain,Adventure,Day,41,136,134,Console
8487,57793,2024-01-01 19:13:00,20,676,94,48,0,8,-5286,189,-1015,Plains,6,14,46,Sword,None,Clear,Creative,Day,14,239,187,PC
8649,87670,2024-01-01 19:14:00,7,132,464,171,16,7,216,25,1113,Jungle,8,19,35,Shovel,Netherite,Clear,Hardcore,Night,9,241,47,PC
7758,54357,2024-01-01 19:15:00,236,712,770,13,44,5,6214,45,-1677,Plains,6,17,30,Pickaxe,None,Rain,Hardcore,Night,36,251,148,Mobile
2550,51340,2024-01-01 19:16:00,289,236,430,172,28,0,-2958,140,-1272,Plains,12,10,25,Hoe,None,Thunderstorm,Creative,Night,31,78,214,PC
2026,98797,2024-01-01 19:17:00,138,328,309,74,3,7,1274,4,-3509,Savanna,13,4,11,None,Iron,Thunderstorm,Hardcore,Day,12,218,111,PC
6679,83825,2024-01-01 19:18:00,53,662,511,156,20,9,4331,19,-6885,Ocean,7,16,6,Hoe,None,Clear,Hardcore,Night,3,90,93,Console
5111,55675,2024-01-01 19:19:00,268,843,64,171,15,5,3397,179,-6540,Plains,14,12,47,Shovel,Diamond,Rain,Adventure,Day,42,211,104,PC
7863,53355,2024-01-01 19:20:00,242,358,261,32,10,8,-1898,80,-1388,Desert,4,6,14,Shovel,None,Clear,Creative,Night,17,73,125,Console
4861,65303,2024-01-01 19:21:00,143,218,975,125,26,3,-566,212,8394,Ocean,7,11,20,Pickaxe,Leather,Clear,Survival,Day,1,30,164,Console
6918,58211,2024-01-01 19:22:00,30,604,822,182,17,9,8644,100,4112,Snowy,15,14,10,None,None,Clear,Creative,Night,42,142,210,PC
2885,56422,2024-01-01 19:23:00,63,429,185,117,41,3,4387,153,581,Forest,1,7,27,Pickaxe,None,Rain,Adventure,Day,22,163,77,Mobile
9996,83379,2024-01-01 19:24:00,156,549,82,32,29,4,-5958,181,-4506,Desert,18,4,24,Sword,Diamond,Rain,Hardcore,Day,15,69,82,Console
1514,70818,2024-01-01 19:25:00,87,45,513,35,31,0,-9226,184,-749,Forest,8,1,4,Axe,None,Clear,Survival,Night,23,206,199,Mobile
1549,61601,2024-01-01 19:26:00,189,762,574,42,4,3,1797,151,3861,Plains,14,10,13,Axe,Netherite,Clear,Survival,Day,33,156,174,Console
7633,66145,2024-01-01 19:27:00,278,593,266,48,26,6,-417,49,6754,Plains,0,11,46,Pickaxe,Leather,Rain,Survival,Day,11,12,97,Console
9180,94477,2024-01-01 19:28:00,81,555,556,193,33,8,-4167,12,-2533,Forest,6,16,10,Sword,Gold,Rain,Hardcore,Day,4,176,167,Console
2102,78571,2024-01-01 19:29:00,167,710,160,33,19,6,-2971,136,3271,Ocean,19,16,24,Pickaxe,Iron,Clear,Hardcore,Day,47,270,210,Mobile
9342,89154,2024-01-01 19:30:00,267,578,602,124,3,7,-9169,142,4456,Forest,8,4,8,Sword,None,Clear,Survival,Night,23,96,106,Mobile
9111,98615,2024-01-01 19:31:00,69,5,698,7,17,9,9783,239,-1689,Ocean,16,1,37,Shovel,None,Thunderstorm,Adventure,Day,42,11,210,PC
5656,84618,2024-01-01 19:32:00,181,344,645,36,48,2,-7467,251,-304,Jungle,1,14,19,Shovel,None,Clear,Survival,Day,9,123,158,Console
3186,83003,2024-01-01 19:33:00,294,323,429,190,32,7,5922,212,-7414,Forest,10,17,26,Sword,None,Thunderstorm,Hardcore,Day,27,140,137,PC
4929,88040,2024-01-01 19:34:00,235,940,502,113,31,8,7856,119,-4120,Savanna,5,9,34,Axe,Iron,Rain,Survival,Day,24,200,207,Console
8819,54116,2024-01-01 19:35:00,276,937,53,118,0,6,-4715,72,4846,Ocean,10,19,30,Pickaxe,None,Clear,Creative,Night,32,251,104,PC
9137,81525,2024-01-01 19:36:00,43,234,302,146,22,0,7251,63,-2766,Snowy,11,1,15,Axe,Gold,Rain,Creative,Night,39,54,66,Console
3373,99193,2024-01-01 19:37:00,288,221,362,93,38,4,6008,199,9298,Forest,8,5,8,Hoe,Gold,Rain,Survival,Day,29,217,163,Mobile
9471,69352,2024-01-01 19:38:00,61,369,432,33,1,4,2192,104,4411,Plains,9,10,29,None,Leather,Rain,Adventure,Night,24,199,177,Mobile
2506,87020,2024-01-01 19:39:00,198,589,777,90,10,7,4463,24,-3362,Plains,9,0,30,Hoe,None,Thunderstorm,Hardcore,Day,39,223,47,Mobile
2324,68703,2024-01-01 19:40:00,141,478,671,140,2,0,1494,135,4155,Snowy,1,3,2,Pickaxe,Leather,Clear,Hardcore,Night,12,40,41,Mobile
7066,88991,2024-01-01 19:41:00,89,250,487,126,42,7,4687,161,8438,Ocean,9,10,6,Shovel,Iron,Clear,Adventure,Night,0,166,152,Console
9421,65189,2024-01-01 19:42:00,199,716,849,10,34,8,8951,138,-4117,Forest,1,3,46,Hoe,Netherite,Thunderstorm,Adventure,Day,10,283,188,Mobile
9921,85811,2024-01-01 19:43:00,24,308,946,145,29,1,-4443,214,-6463,Plains,13,4,9,None,Leather,Clear,Adventure,Day,11,246,94,PC
9975,84038,2024-01-01 19:44:00,281,562,659,162,35,0,-8749,39,-5402,Jungle,8,12,44,None,Leather,Rain,Creative,Day,16,193,174,PC
8672,95432,2024-01-01 19:45:00,176,199,982,82,24,7,-8641,9,6661,Snowy,6,11,47,Axe,Gold,Rain,Creative,Night,5,295,160,Mobile
5979,71967,2024-01-01 19:46:00,103,657,790,81,6,3,-2379,159,2631,Ocean,8,5,48,Shovel,None,Thunderstorm,Creative,Night,13,181,163,Mobile
4636,79813,2024-01-01 19:47:00,76,456,285,79,1,3,3349,163,8712,Jungle,2,9,23,Shovel,Netherite,Rain,Adventure,Night,43,270,145,Mobile
9986,74365,2024-01-01 19:48:00,211,972,731,165,15,1,-8683,192,175,Ocean,7,5,31,Pickaxe,Iron,Clear,Survival,Day,31,275,47,Console
7160,51929,2024-01-01 19:49:00,215,492,910,182,16,0,-2346,74,1531,Snowy,5,11,2,Pickaxe,Netherite,Thunderstorm,Creative,Night,48,286,159,PC
6557,76915,2024-01-01 19:50:00,58,526,618,94,13,3,-4606,58,7650,Desert,7,7,40,Shovel,Gold,Rain,Survival,Day,25,60,90,PC
9987,89230,2024-01-01 19:51:00,176,530,777,71,12,8,9081,129,5873,Snowy,5,18,0,None,Gold,Rain,Survival,Night,18,75,232,PC
8186,85973,2024-01-01 19:52:00,162,880,957,84,3,0,-7218,232,9905,Jungle,11,0,44,Shovel,Diamond,Rain,Hardcore,Day,2,277,137,Mobile
2097,94710,2024-01-01 19:53:00,213,219,463,100,23,7,-7957,48,-8041,Plains,7,14,22,Pickaxe,Diamond,Thunderstorm,Hardcore,Day,25,50,39,Console
9210,96414,2024-01-01 19:54:00,202,990,416,186,14,4,7900,169,-7088,Ocean,6,18,32,Pickaxe,None,Thunderstorm,Hardcore,Night,16,258,52,Console
7369,67364,2024-01-01 19:55:00,176,98,570,54,49,0,3607,22,2741,Desert,15,12,13,Pickaxe,None,Thunderstorm,Adventure,Night,1,150,76,PC
2455,95300,2024-01-01 19:56:00,171,355,875,114,41,5,-4761,181,-6387,Jungle,10,1,4,Hoe,Leather,Clear,Survival,Day,40,141,227,Mobile
2666,95862,2024-01-01 19:57:00,173,345,646,122,4,4,-1071,165,-4464,Plains,9,14,21,Pickaxe,None,Thunderstorm,Creative,Day,7,226,151,PC
7010,68292,2024-01-01 19:58:00,223,532,720,57,3,2,7508,53,9942,Savanna,10,3,22,Axe,Gold,Thunderstorm,Hardcore,Night,28,233,70,Console
2788,64507,2024-01-01 19:59:00,136,126,671,18,45,2,1920,132,733,Savanna,1,15,3,Hoe,Gold,Clear,Hardcore,Night,28,298,136,Mobile
3063,71387,2024-01-01 20:00:00,213,962,844,133,18,1,3931,94,-4774,Desert,4,19,20,Pickaxe,Diamond,Rain,Hardcore,Day,30,87,81,PC
4886,74099,2024-01-01 20:01:00,140,991,627,148,17,0,-5937,171,-6341,Snowy,2,4,20,Shovel,Diamond,Thunderstorm,Hardcore,Day,32,248,115,PC
7874,83447,2024-01-01 20:02:00,267,330,203,71,0,4,-8982,159,1013,Snowy,17,9,2,Sword,Gold,Thunderstorm,Survival,Day,26,103,112,Mobile
1913,60750,2024-01-01 20:03:00,219,138,379,113,35,9,3005,12,-1381,Ocean,15,5,4,Hoe,None,Thunderstorm,Adventure,Day,5,10,145,PC
5308,77186,2024-01-01 20:04:00,118,436,446,65,43,3,6847,145,-3216,Plains,9,17,10,None,None,Clear,Creative,Day,6,54,128,PC
3608,81385,2024-01-01 20:05:00,100,82,461,192,45,1,9465,72,6313,Jungle,17,18,37,Shovel,None,Thunderstorm,Hardcore,Day,43,247,121,Mobile
4161,80064,2024-01-01 20:06:00,148,674,449,74,12,2,-2636,205,6807,Forest,16,19,32,Axe,Diamond,Rain,Hardcore,Night,48,204,99,Console
4712,65454,2024-01-01 20:07:00,138,540,582,72,10,5,7390,189,37,Jungle,4,15,0,Pickaxe,Leather,Rain,Hardcore,Night,34,60,162,Mobile
4976,57342,2024-01-01 20:08:00,59,832,867,137,5,8,6010,9,3388,Plains,4,15,33,Hoe,None,Rain,Survival,Day,7,93,145,Mobile
2366,88072,2024-01-01 20:09:00,57,631,658,115,28,9,-3714,228,3620,Desert,3,9,2,Sword,Gold,Thunderstorm,Creative,Day,16,202,178,Console
4975,59509,2024-01-01 20:10:00,290,409,758,166,49,5,6029,97,-8245,Ocean,6,1,40,Axe,None,Thunderstorm,Survival,Day,34,163,129,Console
8982,79730,2024-01-01 20:11:00,149,603,659,37,40,6,-8522,82,6451,Ocean,10,11,25,Sword,Gold,Thunderstorm,Survival,Day,14,150,128,Console
4352,56716,2024-01-01 20:12:00,161,202,71,154,20,3,-915,220,4728,Plains,2,9,15,Pickaxe,None,Rain,Hardcore,Night,0,106,210,Mobile
6597,91423,2024-01-01 20:13:00,211,385,855,44,21,3,-6304,17,-3082,Snowy,6,19,18,Hoe,None,Thunderstorm,Adventure,Night,32,227,155,PC
8273,68026,2024-01-01 20:14:00,198,521,918,185,4,4,-510,143,6427,Desert,4,12,26,Sword,None,Clear,Survival,Night,37,186,142,PC
9524,62009,2024-01-01 20:15:00,57,943,513,174,40,7,-5861,219,3112,Forest,0,2,18,Shovel,Diamond,Thunderstorm,Adventure,Day,7,91,85,Mobile
3533,52046,2024-01-01 20:16:00,179,187,558,141,30,3,-2141,100,5141,Ocean,2,17,26,Hoe,Gold,Clear,Survival,Night,28,158,200,Mobile
4344,51678,2024-01-01 20:17:00,50,900,303,146,20,3,-2025,144,-4748,Plains,2,2,5,Pickaxe,Gold,Rain,Adventure,Day,3,298,144,Console
9920,73921,2024-01-01 20:18:00,195,453,959,132,32,2,-5711,8,-1143,Forest,1,14,46,Shovel,None,Clear,Survival,Day,26,15,95,Mobile
1538,55229,2024-01-01 20:19:00,93,553,494,91,22,1,7464,164,-5549,Forest,12,2,33,Pickaxe,Gold,Rain,Hardcore,Night,39,109,188,Console
1159,94433,2024-01-01 20:20:00,150,952,700,17,42,2,8571,208,1972,Snowy,8,13,4,Axe,Diamond,Clear,Hardcore,Day,8,240,203,Console
6122,73631,2024-01-01 20:21:00,146,163,135,138,49,2,6644,68,-7518,Plains,11,9,3,Shovel,Gold,Thunderstorm,Hardcore,Night,28,43,176,Console
8685,73286,2024-01-01 20:22:00,72,145,55,54,21,6,4660,131,9113,Ocean,4,7,12,Axe,Netherite,Rain,Creative,Night,49,139,223,Mobile
6382,65711,2024-01-01 20:23:00,119,547,41,172,27,2,2677,50,-4807,Savanna,7,8,19,None,Leather,Rain,Survival,Day,22,55,126,PC
2419,76886,2024-01-01 20:24:00,81,23,148,53,35,9,3206,164,1037,Plains,17,12,33,Sword,Gold,Rain,Survival,Night,20,172,235,Mobile
3661,56882,2024-01-01 20:25:00,140,210,932,151,8,9,-115,47,-2192,Jungle,0,7,27,Shovel,Gold,Thunderstorm,Adventure,Night,47,210,48,Console
3972,97535,2024-01-01 20:26:00,267,408,329,25,5,0,-1908,15,-6053,Ocean,19,18,16,Hoe,Leather,Thunderstorm,Survival,Day,38,109,152,PC
9696,66779,2024-01-01 20:27:00,252,616,621,139,15,1,236,230,3352,Ocean,2,14,19,Pickaxe,Gold,Thunderstorm,Hardcore,Night,29,247,103,Console
7737,61311,2024-01-01 20:28:00,125,9,172,138,15,8,2396,151,5266,Savanna,3,11,0,Pickaxe,Iron,Rain,Adventure,Night,18,31,123,PC
2973,95492,2024-01-01 20:29:00,96,350,382,149,6,3,7110,48,-3739,Snowy,1,1,22,Sword,None,Clear,Creative,Night,42,263,33,Mobile
9777,69232,2024-01-01 20:30:00,15,59,943,139,0,2,-6458,34,7582,Plains,8,19,19,Shovel,None,Rain,Survival,Day,34,187,160,Console
8143,97413,2024-01-01 20:31:00,207,785,309,35,22,7,5485,174,4298,Plains,10,7,36,Hoe,Netherite,Thunderstorm,Hardcore,Night,6,208,220,Mobile
9117,79312,2024-01-01 20:32:00,6,126,809,193,25,0,2753,248,-6899,Snowy,5,16,43,Sword,Gold,Rain,Hardcore,Night,49,257,113,Console
3505,60329,2024-01-01 20:33:00,272,774,303,53,13,8,-1493,19,6882,Forest,4,8,37,Pickaxe,Iron,Rain,Hardcore,Day,2,253,119,Mobile
7082,76536,2024-01-01 20:34:00,27,370,105,126,19,2,-1020,191,-4697,Snowy,7,2,38,Hoe,Iron,Clear,Creative,Night,7,162,160,PC
1349,59324,2024-01-01 20:35:00,219,273,937,186,12,9,-4645,63,-3886,Savanna,2,7,7,Axe,Netherite,Thunderstorm,Hardcore,Night,38,28,100,Mobile
1382,90331,2024-01-01 20:36:00,77,955,676,147,36,8,-5998,45,-894,Forest,13,1,23,Sword,Iron,Clear,Creative,Day,24,59,237,Console
8884,60590,2024-01-01 20:37:00,25,466,8,0,13,1,-4975,56,2962,Jungle,19,8,30,Hoe,None,Rain,Adventure,Night,29,147,45,PC
7832,94134,2024-01-01 20:38:00,129,399,360,22,42,8,-3510,97,-3872,Savanna,5,1,21,Sword,None,Rain,Adventure,Night,30,254,239,Console
9925,86357,2024-01-01 20:39:00,202,359,186,11,17,4,-5613,148,-4491,Forest,8,17,45,Sword,Leather,Thunderstorm,Adventure,Day,15,93,131,Console
9866,55868,2024-01-01 20:40:00,53,440,396,77,16,7,8285,23,-6488,Ocean,8,3,8,Sword,Diamond,Rain,Survival,Night,33,86,202,Console
6398,67409,2024-01-01 20:41:00,32,274,714,168,5,5,8691,63,3406,Snowy,15,19,13,Shovel,None,Thunderstorm,Hardcore,Night,10,166,54,Mobile
1636,89784,2024-01-01 20:42:00,96,988,475,159,43,0,309,125,-9086,Ocean,1,7,33,Sword,Diamond,Thunderstorm,Creative,Night,17,196,94,Console
6531,60163,2024-01-01 20:43:00,185,38,310,69,39,2,-9040,108,-7110,Savanna,10,9,17,Hoe,Netherite,Thunderstorm,Adventure,Day,12,144,149,PC
6307,87487,2024-01-01 20:44:00,249,535,894,8,36,0,6850,252,-2677,Snowy,4,9,34,Hoe,Iron,Thunderstorm,Survival,Night,3,202,37,Mobile
2781,70101,2024-01-01 20:45:00,194,462,557,20,28,6,3823,28,-9477,Jungle,10,14,11,None,Iron,Thunderstorm,Adventure,Night,26,22,224,Mobile
6873,55877,2024-01-01 20:46:00,70,677,277,17,45,6,-768,13,-7879,Snowy,9,13,40,Sword,Diamond,Rain,Adventure,Day,31,290,102,PC
9147,70684,2024-01-01 20:47:00,259,441,128,119,46,0,-3191,73,9751,Ocean,15,6,31,None,Netherite,Thunderstorm,Adventure,Day,39,228,229,Console
4457,66820,2024-01-01 20:48:00,73,774,423,169,33,0,5007,238,-3783,Ocean,5,13,3,Sword,Diamond,Clear,Survival,Night,36,203,141,Mobile
3394,94487,2024-01-01 20:49:00,90,451,25,57,30,4,1607,96,9209,Snowy,8,16,23,Axe,Gold,Thunderstorm,Adventure,Day,26,239,213,Console
9848,70934,2024-01-01 20:50:00,261,757,219,101,13,7,3602,127,7691,Desert,19,14,32,Pickaxe,None,Rain,Survival,Day,32,284,48,Console
5065,71441,2024-01-01 20:51:00,222,870,516,43,39,2,3534,104,-919,Jungle,4,18,26,Hoe,None,Rain,Survival,Day,20,127,115,Console
6433,93886,2024-01-01 20:52:00,176,738,810,13,41,6,3922,198,843,Plains,13,16,36,None,Leather,Rain,Hardcore,Day,43,142,218,PC
3450,79174,2024-01-01 20:53:00,196,463,607,62,43,8,3419,52,887,Ocean,19,11,48,Pickaxe,None,Clear,Survival,Day,21,295,138,Mobile
2809,64902,2024-01-01 20:54:00,144,488,819,15,9,2,1508,168,7702,Ocean,16,12,48,Sword,Leather,Clear,Creative,Night,6,21,103,PC
2786,86992,2024-01-01 20:55:00,200,828,139,105,49,5,-3688,2,-4272,Forest,9,14,38,Axe,Iron,Clear,Adventure,Night,38,273,45,Console
7810,88029,2024-01-01 20:56:00,237,231,645,98,25,7,-8613,238,-6313,Desert,8,10,16,Axe,Netherite,Rain,Adventure,Day,38,98,166,PC
4287,89579,2024-01-01 20:57:00,47,640,918,94,29,1,-736,185,-9834,Desert,15,6,27,Shovel,None,Clear,Adventure,Day,5,230,49,Console
5961,54379,2024-01-01 20:58:00,22,624,416,189,2,3,-8153,194,-820,Desert,16,8,2,Axe,None,Thunderstorm,Creative,Day,3,83,58,PC
4669,74136,2024-01-01 20:59:00,133,486,541,156,19,3,9755,229,5733,Desert,16,3,39,Axe,None,Rain,Adventure,Night,40,230,137,PC
6571,63097,2024-01-01 21:00:00,228,71,242,8,4,8,-239,141,-8171,Desert,8,15,39,Pickaxe,Gold,Rain,Hardcore,Night,17,224,75,PC
5874,86946,2024-01-01 21:01:00,237,147,207,159,49,2,7671,80,-8203,Snowy,1,5,15,Sword,Netherite,Rain,Survival,Day,10,205,234,Mobile
8983,82655,2024-01-01 21:02:00,295,788,275,112,25,8,3972,13,-4003,Ocean,8,4,22,Shovel,None,Clear,Creative,Day,46,95,61,PC
4925,90488,2024-01-01 21:03:00,246,812,495,34,7,7,-3747,150,7084,Plains,8,16,17,Pickaxe,Gold,Thunderstorm,Creative,Night,30,247,167,Console
1613,64949,2024-01-01 21:04:00,233,408,45,137,22,2,3416,11,-1680,Plains,4,8,12,Sword,None,Rain,Survival,Night,8,74,234,PC
4461,85512,2024-01-01 21:05:00,46,866,959,166,1,6,5041,96,4459,Jungle,3,17,39,Pickaxe,Gold,Thunderstorm,Survival,Night,42,166,207,Mobile
9576,94244,2024-01-01 21:06:00,282,361,701,75,37,8,8014,127,-7804,Forest,14,0,42,Pickaxe,Leather,Thunderstorm,Adventure,Day,32,92,73,Mobile
3886,73652,2024-01-01 21:07:00,228,789,286,32,49,4,-2012,167,-8074,Savanna,16,13,44,Pickaxe,Iron,Clear,Hardcore,Night,48,206,90,Console
6152,71992,2024-01-01 21:08:00,107,62,284,46,14,7,8356,130,2145,Forest,11,11,44,Sword,Gold,Clear,Adventure,Night,44,16,52,Mobile
1239,84139,2024-01-01 21:09:00,115,106,85,57,18,9,3747,20,-4346,Jungle,12,17,40,Shovel,Gold,Thunderstorm,Hardcore,Day,8,176,195,Console
9533,54187,2024-01-01 21:10:00,198,387,349,145,12,8,4152,185,-1610,Ocean,2,15,16,Axe,None,Rain,Adventure,Night,18,29,79,PC
2992,77160,2024-01-01 21:11:00,283,804,21,118,7,8,5413,226,-3566,Ocean,10,12,45,Pickaxe,Leather,Rain,Creative,Night,11,150,120,Mobile
2198,69797,2024-01-01 21:12:00,255,521,492,62,0,9,5657,167,-5395,Savanna,5,13,38,Hoe,Netherite,Thunderstorm,Adventure,Night,1,229,41,Mobile
4097,58022,2024-01-01 21:13:00,227,663,224,108,38,4,-5636,67,2468,Ocean,8,14,23,None,Diamond,Rain,Survival,Night,21,195,86,Console
2863,86729,2024-01-01 21:14:00,36,587,566,43,10,8,6209,188,9043,Jungle,7,16,46,Hoe,Netherite,Clear,Hardcore,Night,22,56,181,Console
8860,79773,2024-01-01 21:15:00,52,462,832,15,38,7,7100,188,7113,Snowy,5,7,42,Pickaxe,Gold,Clear,Hardcore,Day,8,174,44,Console
3424,95970,2024-01-01 21:16:00,55,370,555,164,30,4,-1341,226,-7894,Savanna,6,7,10,Hoe,Gold,Thunderstorm,Adventure,Day,11,271,60,Mobile
9712,55414,2024-01-01 21:17:00,242,511,643,165,40,1,-4866,21,-5142,Forest,4,0,0,None,Diamond,Clear,Creative,Night,31,103,42,Mobile
6552,63063,2024-01-01 21:18:00,93,213,471,60,45,2,8983,208,-4425,Savanna,18,19,40,Pickaxe,Iron,Rain,Creative,Night,19,78,132,Mobile
4668,50558,2024-01-01 21:19:00,49,177,590,71,43,7,-8530,87,-4038,Jungle,8,7,27,Shovel,Iron,Clear,Adventure,Day,5,18,228,Mobile
2799,86233,2024-01-01 21:20:00,92,738,194,186,2,1,446,59,-1946,Forest,6,18,6,Pickaxe,Netherite,Clear,Survival,Day,39,175,82,Mobile
7704,90227,2024-01-01 21:21:00,251,380,689,74,31,3,-5321,99,-9691,Ocean,7,15,17,Sword,Gold,Rain,Adventure,Day,18,12,68,PC
